町丁名,世帯数,男,女,date
高田馬場４丁目,3366,2820,2628,2019-05-01
下落合１丁目,1284,924,869,2019-05-01
下落合２丁目,1756,1521,1629,2019-05-01
下落合３丁目,2366,1884,2293,2019-05-01
下落合４丁目,2333,1976,2187,2019-05-01
中落合１丁目,2045,1595,1626,2019-05-01
中落合２丁目,2562,2244,2387,2019-05-01
中落合３丁目,2296,1959,2103,2019-05-01
中落合４丁目,1596,1455,1412,2019-05-01
上落合１丁目,3026,2521,2461,2019-05-01
上落合２丁目,3011,2338,2224,2019-05-01
上落合３丁目,2905,2193,2078,2019-05-01
西落合１丁目,2609,2119,2218,2019-05-01
西落合２丁目,2419,2020,1995,2019-05-01
西落合３丁目,1766,1400,1616,2019-05-01
西落合４丁目,1199,1013,1136,2019-05-01
中井１丁目,1178,926,746,2019-05-01
中井２丁目,1570,1437,1547,2019-05-01
北新宿１丁目,3945,2940,2630,2019-05-01
北新宿２丁目,2799,2438,2192,2019-05-01
北新宿３丁目,3741,2955,2669,2019-05-01
北新宿４丁目,3504,2730,2520,2019-05-01
西新宿１丁目,33,27,27,2019-05-01
西新宿２丁目,2,2,5,2019-05-01
西新宿３丁目,1482,982,1008,2019-05-01
西新宿４丁目,4669,3538,3180,2019-05-01
西新宿５丁目,2534,1994,1747,2019-05-01
西新宿６丁目,1989,1574,1396,2019-05-01
西新宿７丁目,1525,1173,879,2019-05-01
西新宿８丁目,1944,1423,1318,2019-05-01
四谷１丁目,231,190,271,2019-04-01
四谷２丁目,242,197,224,2019-04-01
四谷３丁目,257,179,219,2019-04-01
四谷４丁目,2070,1668,1543,2019-04-01
四谷本塩町,258,211,205,2019-04-01
四谷三栄町,1040,901,970,2019-04-01
四谷坂町,1396,1060,1078,2019-04-01
若葉１丁目,1355,1245,1218,2019-04-01
若葉２丁目,403,366,382,2019-04-01
若葉３丁目,563,434,449,2019-04-01
須賀町,793,674,663,2019-04-01
左門町,973,666,805,2019-04-01
信濃町,544,388,488,2019-04-01
南元町,1228,1086,1216,2019-04-01
荒木町,1588,1172,1190,2019-04-01
舟町,957,659,685,2019-04-01
愛住町,864,684,674,2019-04-01
大京町,2060,1557,1891,2019-04-01
霞ヶ丘町,0,0,0,2019-04-01
内藤町,695,627,572,2019-04-01
片町,222,163,160,2019-04-01
新宿１丁目,2728,1946,1755,2019-04-01
新宿２丁目,792,612,465,2019-04-01
新宿３丁目,100,88,50,2019-04-01
新宿４丁目,213,173,104,2019-04-01
新宿５丁目,1822,1289,988,2019-04-01
新宿６丁目,2730,1999,1740,2019-04-01
新宿７丁目,3608,2966,2703,2019-04-01
歌舞伎町１丁目,168,132,58,2019-04-01
歌舞伎町２丁目,1561,1241,548,2019-04-01
市谷田町１丁目,17,9,18,2019-04-01
市谷田町２丁目,328,239,337,2019-04-01
市谷田町３丁目,192,157,188,2019-04-01
市谷本村町,1734,1537,921,2019-04-01
市谷砂土原町１丁目,105,97,119,2019-04-01
市谷砂土原町２丁目,244,193,252,2019-04-01
市谷砂土原町３丁目,427,412,459,2019-04-01
市谷左内町,224,200,225,2019-04-01
市谷加賀町１丁目,23,14,22,2019-04-01
市谷加賀町２丁目,930,689,982,2019-04-01
市谷甲良町,405,353,400,2019-04-01
市谷船河原町,68,71,80,2019-04-01
市谷長延寺町,92,47,85,2019-04-01
市谷鷹匠町,16,18,20,2019-04-01
市谷山伏町,282,250,266,2019-04-01
市谷八幡町,62,52,64,2019-04-01
神楽坂１丁目,12,12,16,2019-04-01
神楽坂２丁目,129,83,117,2019-04-01
神楽坂３丁目,287,225,207,2019-04-01
神楽坂４丁目,90,77,90,2019-04-01
神楽坂５丁目,386,303,399,2019-04-01
神楽坂６丁目,553,377,473,2019-04-01
細工町,255,204,213,2019-04-01
二十騎町,368,306,347,2019-04-01
揚場町,54,49,56,2019-04-01
津久戸町,64,45,49,2019-04-01
東五軒町,1108,981,1129,2019-04-01
西五軒町,898,771,801,2019-04-01
赤城元町,221,176,208,2019-04-01
南榎町,686,670,684,2019-04-01
袋町,370,319,335,2019-04-01
払方町,481,463,514,2019-04-01
南町,369,363,399,2019-04-01
北町,507,480,511,2019-04-01
納戸町,536,463,534,2019-04-01
南山伏町,359,314,304,2019-04-01
北山伏町,358,237,282,2019-04-01
白銀町,716,591,737,2019-04-01
下宮比町,148,94,120,2019-04-01
矢来町,2483,2122,2448,2019-04-01
若宮町,523,442,469,2019-04-01
岩戸町,413,283,322,2019-04-01
中町,259,247,260,2019-04-01
箪笥町,409,282,319,2019-04-01
横寺町,579,446,458,2019-04-01
筑土八幡町,521,381,487,2019-04-01
新小川町,1875,1544,1549,2019-04-01
神楽河岸,0,0,0,2019-04-01
市谷薬王寺町,1966,1481,1581,2019-04-01
市谷柳町,831,574,658,2019-04-01
市谷仲之町,1168,1023,1147,2019-04-01
赤城下町,730,578,580,2019-04-01
天神町,680,491,559,2019-04-01
榎町,460,321,316,2019-04-01
東榎町,203,139,145,2019-04-01
早稲田町,732,516,584,2019-04-01
早稲田南町,406,355,377,2019-04-01
馬場下町,301,245,237,2019-04-01
原町１丁目,817,639,734,2019-04-01
原町２丁目,642,603,576,2019-04-01
原町３丁目,1046,772,916,2019-04-01
喜久井町,1031,921,927,2019-04-01
築地町,318,249,283,2019-04-01
弁天町,1867,1524,1615,2019-04-01
中里町,343,319,354,2019-04-01
山吹町,2198,1603,1749,2019-04-01
改代町,360,300,270,2019-04-01
水道町,616,435,450,2019-04-01
早稲田鶴巻町,3302,2488,2556,2019-04-01
住吉町,1643,1228,1281,2019-04-01
市谷台町,811,675,644,2019-04-01
河田町,1283,1110,1159,2019-04-01
若松町,3161,2544,2747,2019-04-01
余丁町,2396,1910,2006,2019-04-01
戸山１丁目,1424,1133,1230,2019-04-01
戸山２丁目,3181,2006,3057,2019-04-01
戸山３丁目,478,408,404,2019-04-01
富久町,3867,3375,3338,2019-04-01
百人町１丁目,1928,1496,987,2019-04-01
百人町２丁目,2039,1590,1236,2019-04-01
百人町３丁目,2361,2358,2596,2019-04-01
百人町４丁目,1475,987,1359,2019-04-01
大久保１丁目,1835,1352,1106,2019-04-01
大久保２丁目,3725,2876,2516,2019-04-01
大久保３丁目,2062,1965,2164,2019-04-01
戸塚町１丁目,101,73,87,2019-04-01
西早稲田１丁目,2934,2310,2452,2019-04-01
西早稲田２丁目,3084,2531,2373,2019-04-01
西早稲田３丁目,3400,3045,2885,2019-04-01
高田馬場１丁目,2274,1915,1734,2019-04-01
高田馬場２丁目,1026,834,702,2019-04-01
高田馬場３丁目,3355,2601,2276,2019-04-01
高田馬場４丁目,3366,2819,2631,2019-04-01
下落合１丁目,1280,926,864,2019-04-01
下落合２丁目,1749,1519,1639,2019-04-01
下落合３丁目,2359,1876,2292,2019-04-01
下落合４丁目,2326,1973,2183,2019-04-01
中落合１丁目,2037,1590,1627,2019-04-01
中落合２丁目,2549,2247,2378,2019-04-01
中落合３丁目,2290,1954,2103,2019-04-01
中落合４丁目,1594,1462,1413,2019-04-01
上落合１丁目,3002,2507,2438,2019-04-01
上落合２丁目,2999,2330,2217,2019-04-01
上落合３丁目,2873,2182,2044,2019-04-01
西落合１丁目,2602,2110,2224,2019-04-01
西落合２丁目,2406,2018,1979,2019-04-01
西落合３丁目,1760,1396,1620,2019-04-01
西落合４丁目,1191,1012,1129,2019-04-01
中井１丁目,1164,919,740,2019-04-01
中井２丁目,1559,1438,1548,2019-04-01
北新宿１丁目,3913,2921,2616,2019-04-01
北新宿２丁目,2799,2436,2194,2019-04-01
北新宿３丁目,3740,2949,2678,2019-04-01
北新宿４丁目,3496,2736,2510,2019-04-01
西新宿１丁目,33,27,27,2019-04-01
西新宿２丁目,2,2,5,2019-04-01
西新宿３丁目,1476,977,1000,2019-04-01
西新宿４丁目,4641,3517,3159,2019-04-01
西新宿５丁目,2528,1982,1741,2019-04-01
西新宿６丁目,1996,1584,1402,2019-04-01
西新宿７丁目,1512,1166,873,2019-04-01
西新宿８丁目,1922,1414,1304,2019-04-01
四谷１丁目,231,192,272,2019-03-01
四谷２丁目,244,196,225,2019-03-01
四谷３丁目,257,178,218,2019-03-01
四谷４丁目,2076,1685,1549,2019-03-01
四谷本塩町,253,207,203,2019-03-01
四谷三栄町,1037,899,960,2019-03-01
四谷坂町,1364,1047,1057,2019-03-01
若葉１丁目,1355,1247,1216,2019-03-01
若葉２丁目,407,371,383,2019-03-01
若葉３丁目,558,435,446,2019-03-01
須賀町,794,678,662,2019-03-01
左門町,965,663,800,2019-03-01
信濃町,534,395,480,2019-03-01
南元町,1226,1082,1216,2019-03-01
荒木町,1577,1169,1185,2019-03-01
舟町,946,643,673,2019-03-01
愛住町,865,686,676,2019-03-01
大京町,2041,1565,1876,2019-03-01
霞ヶ丘町,1,1,0,2019-03-01
内藤町,689,627,560,2019-03-01
片町,222,166,157,2019-03-01
新宿１丁目,2702,1933,1737,2019-03-01
新宿２丁目,788,611,463,2019-03-01
新宿３丁目,100,88,51,2019-03-01
新宿４丁目,212,172,104,2019-03-01
新宿５丁目,1810,1285,985,2019-03-01
新宿６丁目,2714,1985,1747,2019-03-01
新宿７丁目,3590,2950,2695,2019-03-01
歌舞伎町１丁目,169,134,57,2019-03-01
歌舞伎町２丁目,1557,1244,546,2019-03-01
市谷田町１丁目,17,9,18,2019-03-01
市谷田町２丁目,335,238,341,2019-03-01
市谷田町３丁目,187,155,186,2019-03-01
市谷本村町,1696,1497,923,2019-03-01
市谷砂土原町１丁目,107,98,124,2019-03-01
市谷砂土原町２丁目,230,182,224,2019-03-01
市谷砂土原町３丁目,429,410,461,2019-03-01
市谷左内町,228,203,230,2019-03-01
市谷加賀町１丁目,22,13,22,2019-03-01
市谷加賀町２丁目,929,689,986,2019-03-01
市谷甲良町,407,356,402,2019-03-01
市谷船河原町,67,70,79,2019-03-01
市谷長延寺町,90,46,84,2019-03-01
市谷鷹匠町,18,19,23,2019-03-01
市谷山伏町,285,254,265,2019-03-01
市谷八幡町,62,52,64,2019-03-01
神楽坂１丁目,11,10,16,2019-03-01
神楽坂２丁目,128,84,116,2019-03-01
神楽坂３丁目,284,224,204,2019-03-01
神楽坂４丁目,90,76,90,2019-03-01
神楽坂５丁目,379,301,393,2019-03-01
神楽坂６丁目,550,380,471,2019-03-01
細工町,252,204,216,2019-03-01
二十騎町,361,300,345,2019-03-01
揚場町,54,49,56,2019-03-01
津久戸町,64,44,49,2019-03-01
東五軒町,1095,976,1121,2019-03-01
西五軒町,893,767,800,2019-03-01
赤城元町,224,177,210,2019-03-01
南榎町,680,666,679,2019-03-01
袋町,370,320,335,2019-03-01
払方町,476,456,512,2019-03-01
南町,372,368,401,2019-03-01
北町,498,471,508,2019-03-01
納戸町,538,462,536,2019-03-01
南山伏町,359,315,303,2019-03-01
北山伏町,338,220,254,2019-03-01
白銀町,723,593,740,2019-03-01
下宮比町,148,94,119,2019-03-01
矢来町,2478,2115,2446,2019-03-01
若宮町,521,437,467,2019-03-01
岩戸町,417,288,322,2019-03-01
中町,257,250,260,2019-03-01
箪笥町,410,281,320,2019-03-01
横寺町,574,445,453,2019-03-01
筑土八幡町,526,383,493,2019-03-01
新小川町,1832,1519,1521,2019-03-01
神楽河岸,0,0,0,2019-03-01
市谷薬王寺町,1941,1467,1576,2019-03-01
市谷柳町,830,577,658,2019-03-01
市谷仲之町,1158,1023,1152,2019-03-01
赤城下町,721,576,570,2019-03-01
天神町,676,493,558,2019-03-01
榎町,454,317,319,2019-03-01
東榎町,197,135,143,2019-03-01
早稲田町,728,512,582,2019-03-01
早稲田南町,403,353,372,2019-03-01
馬場下町,301,245,237,2019-03-01
原町１丁目,813,645,730,2019-03-01
原町２丁目,639,601,570,2019-03-01
原町３丁目,1037,767,911,2019-03-01
喜久井町,1032,926,924,2019-03-01
築地町,317,248,281,2019-03-01
弁天町,1852,1516,1603,2019-03-01
中里町,348,323,363,2019-03-01
山吹町,2187,1601,1751,2019-03-01
改代町,354,296,269,2019-03-01
水道町,621,440,454,2019-03-01
早稲田鶴巻町,3283,2489,2567,2019-03-01
住吉町,1630,1226,1271,2019-03-01
市谷台町,796,662,632,2019-03-01
河田町,1255,1123,1145,2019-03-01
若松町,3121,2531,2737,2019-03-01
余丁町,2370,1900,1992,2019-03-01
戸山１丁目,1406,1124,1221,2019-03-01
戸山２丁目,3160,2011,3036,2019-03-01
戸山３丁目,474,407,403,2019-03-01
富久町,3868,3380,3342,2019-03-01
百人町１丁目,1924,1492,983,2019-03-01
百人町２丁目,2033,1583,1236,2019-03-01
百人町３丁目,2376,2376,2617,2019-03-01
百人町４丁目,1470,989,1354,2019-03-01
大久保１丁目,1812,1344,1089,2019-03-01
大久保２丁目,3700,2877,2506,2019-03-01
大久保３丁目,2048,1959,2146,2019-03-01
戸塚町１丁目,99,72,86,2019-03-01
西早稲田１丁目,2917,2298,2450,2019-03-01
西早稲田２丁目,3072,2529,2373,2019-03-01
西早稲田３丁目,3392,3056,2887,2019-03-01
高田馬場１丁目,2269,1906,1742,2019-03-01
高田馬場２丁目,1017,826,697,2019-03-01
高田馬場３丁目,3334,2584,2263,2019-03-01
高田馬場４丁目,3337,2805,2621,2019-03-01
下落合１丁目,1263,918,855,2019-03-01
下落合２丁目,1738,1515,1624,2019-03-01
下落合３丁目,2346,1868,2280,2019-03-01
下落合４丁目,2319,1968,2180,2019-03-01
中落合１丁目,2015,1570,1613,2019-03-01
中落合２丁目,2563,2260,2396,2019-03-01
中落合３丁目,2274,1950,2089,2019-03-01
中落合４丁目,1573,1453,1417,2019-03-01
上落合１丁目,2978,2492,2437,2019-03-01
上落合２丁目,2970,2324,2195,2019-03-01
上落合３丁目,2856,2173,2048,2019-03-01
西落合１丁目,2582,2106,2215,2019-03-01
西落合２丁目,2380,2005,1971,2019-03-01
西落合３丁目,1747,1390,1617,2019-03-01
西落合４丁目,1182,1011,1121,2019-03-01
中井１丁目,1156,918,734,2019-03-01
中井２丁目,1557,1441,1551,2019-03-01
北新宿１丁目,3900,2931,2618,2019-03-01
北新宿２丁目,2791,2431,2197,2019-03-01
北新宿３丁目,3705,2909,2663,2019-03-01
北新宿４丁目,3478,2736,2498,2019-03-01
西新宿１丁目,34,28,27,2019-03-01
西新宿２丁目,2,2,5,2019-03-01
西新宿３丁目,1435,970,967,2019-03-01
西新宿４丁目,4610,3500,3146,2019-03-01
西新宿５丁目,2526,1974,1753,2019-03-01
西新宿６丁目,1996,1586,1387,2019-03-01
西新宿７丁目,1507,1168,871,2019-03-01
西新宿８丁目,1921,1413,1312,2019-03-01
四谷１丁目,230,190,270,2019-02-01
四谷２丁目,241,194,222,2019-02-01
四谷３丁目,256,177,217,2019-02-01
四谷４丁目,2077,1685,1545,2019-02-01
四谷本塩町,252,208,201,2019-02-01
四谷三栄町,1037,899,959,2019-02-01
四谷坂町,1355,1029,1058,2019-02-01
若葉１丁目,1348,1239,1209,2019-02-01
若葉２丁目,407,372,383,2019-02-01
若葉３丁目,565,441,444,2019-02-01
須賀町,799,684,663,2019-02-01
左門町,968,666,807,2019-02-01
信濃町,537,396,484,2019-02-01
南元町,1219,1080,1213,2019-02-01
荒木町,1578,1165,1187,2019-02-01
舟町,948,644,673,2019-02-01
愛住町,862,683,674,2019-02-01
大京町,2048,1571,1881,2019-02-01
霞ヶ丘町,1,1,0,2019-02-01
内藤町,694,631,556,2019-02-01
片町,219,162,158,2019-02-01
新宿１丁目,2707,1936,1734,2019-02-01
新宿２丁目,778,607,456,2019-02-01
新宿３丁目,100,88,51,2019-02-01
新宿４丁目,212,173,104,2019-02-01
新宿５丁目,1816,1292,989,2019-02-01
新宿６丁目,2707,1987,1742,2019-02-01
新宿７丁目,3577,2951,2687,2019-02-01
歌舞伎町１丁目,170,136,57,2019-02-01
歌舞伎町２丁目,1553,1243,542,2019-02-01
市谷田町１丁目,19,10,19,2019-02-01
市谷田町２丁目,336,240,341,2019-02-01
市谷田町３丁目,187,154,187,2019-02-01
市谷本村町,1703,1498,921,2019-02-01
市谷砂土原町１丁目,107,99,122,2019-02-01
市谷砂土原町２丁目,228,180,223,2019-02-01
市谷砂土原町３丁目,426,409,456,2019-02-01
市谷左内町,228,202,231,2019-02-01
市谷加賀町１丁目,22,13,22,2019-02-01
市谷加賀町２丁目,910,680,964,2019-02-01
市谷甲良町,402,354,398,2019-02-01
市谷船河原町,67,70,79,2019-02-01
市谷長延寺町,90,46,84,2019-02-01
市谷鷹匠町,18,19,23,2019-02-01
市谷山伏町,285,254,268,2019-02-01
市谷八幡町,63,54,66,2019-02-01
神楽坂１丁目,11,11,16,2019-02-01
神楽坂２丁目,128,84,116,2019-02-01
神楽坂３丁目,288,228,211,2019-02-01
神楽坂４丁目,90,76,90,2019-02-01
神楽坂５丁目,380,300,392,2019-02-01
神楽坂６丁目,548,379,467,2019-02-01
細工町,256,205,220,2019-02-01
二十騎町,363,302,346,2019-02-01
揚場町,54,48,57,2019-02-01
津久戸町,64,44,49,2019-02-01
東五軒町,1094,974,1118,2019-02-01
西五軒町,887,763,797,2019-02-01
赤城元町,222,176,208,2019-02-01
南榎町,677,664,677,2019-02-01
袋町,373,322,337,2019-02-01
払方町,475,454,516,2019-02-01
南町,372,373,402,2019-02-01
北町,496,467,511,2019-02-01
納戸町,532,454,533,2019-02-01
南山伏町,361,316,304,2019-02-01
北山伏町,335,219,251,2019-02-01
白銀町,720,596,736,2019-02-01
下宮比町,148,94,118,2019-02-01
矢来町,2473,2121,2448,2019-02-01
若宮町,523,442,469,2019-02-01
岩戸町,417,287,323,2019-02-01
中町,257,250,259,2019-02-01
箪笥町,411,282,318,2019-02-01
横寺町,576,444,455,2019-02-01
筑土八幡町,530,383,495,2019-02-01
新小川町,1822,1508,1519,2019-02-01
神楽河岸,0,0,0,2019-02-01
市谷薬王寺町,1950,1477,1584,2019-02-01
市谷柳町,824,569,654,2019-02-01
市谷仲之町,1145,1011,1140,2019-02-01
赤城下町,722,573,572,2019-02-01
天神町,675,493,555,2019-02-01
榎町,452,315,320,2019-02-01
東榎町,197,134,143,2019-02-01
早稲田町,734,520,586,2019-02-01
早稲田南町,401,354,371,2019-02-01
馬場下町,299,244,235,2019-02-01
原町１丁目,812,642,729,2019-02-01
原町２丁目,640,598,569,2019-02-01
原町３丁目,1039,765,912,2019-02-01
喜久井町,1036,931,922,2019-02-01
築地町,315,246,280,2019-02-01
弁天町,1847,1507,1602,2019-02-01
中里町,349,325,364,2019-02-01
山吹町,2187,1605,1745,2019-02-01
改代町,357,298,267,2019-02-01
水道町,614,434,452,2019-02-01
早稲田鶴巻町,3289,2500,2560,2019-02-01
住吉町,1626,1219,1269,2019-02-01
市谷台町,806,664,638,2019-02-01
河田町,1239,1114,1135,2019-02-01
若松町,3125,2527,2741,2019-02-01
余丁町,2384,1917,2001,2019-02-01
戸山１丁目,1412,1128,1221,2019-02-01
戸山２丁目,3182,2035,3067,2019-02-01
戸山３丁目,477,411,403,2019-02-01
富久町,3856,3377,3334,2019-02-01
百人町１丁目,1919,1494,976,2019-02-01
百人町２丁目,2034,1583,1234,2019-02-01
百人町３丁目,2383,2391,2624,2019-02-01
百人町４丁目,1454,978,1335,2019-02-01
大久保１丁目,1816,1353,1086,2019-02-01
大久保２丁目,3711,2892,2500,2019-02-01
大久保３丁目,2050,1971,2156,2019-02-01
戸塚町１丁目,100,71,88,2019-02-01
西早稲田１丁目,2927,2296,2448,2019-02-01
西早稲田２丁目,3065,2521,2382,2019-02-01
西早稲田３丁目,3403,3059,2906,2019-02-01
高田馬場１丁目,2271,1912,1744,2019-02-01
高田馬場２丁目,1021,825,701,2019-02-01
高田馬場３丁目,3333,2581,2264,2019-02-01
高田馬場４丁目,3344,2815,2621,2019-02-01
下落合１丁目,1255,915,844,2019-02-01
下落合２丁目,1727,1513,1612,2019-02-01
下落合３丁目,2340,1866,2283,2019-02-01
下落合４丁目,2314,1966,2176,2019-02-01
中落合１丁目,2012,1565,1613,2019-02-01
中落合２丁目,2570,2258,2397,2019-02-01
中落合３丁目,2279,1960,2098,2019-02-01
中落合４丁目,1577,1458,1416,2019-02-01
上落合１丁目,2975,2500,2439,2019-02-01
上落合２丁目,2965,2319,2198,2019-02-01
上落合３丁目,2870,2183,2050,2019-02-01
西落合１丁目,2583,2108,2214,2019-02-01
西落合２丁目,2384,2003,1980,2019-02-01
西落合３丁目,1743,1387,1614,2019-02-01
西落合４丁目,1164,999,1109,2019-02-01
中井１丁目,1157,917,732,2019-02-01
中井２丁目,1558,1442,1543,2019-02-01
北新宿１丁目,3885,2918,2613,2019-02-01
北新宿２丁目,2789,2431,2205,2019-02-01
北新宿３丁目,3710,2930,2668,2019-02-01
北新宿４丁目,3475,2729,2499,2019-02-01
西新宿１丁目,34,28,27,2019-02-01
西新宿２丁目,3,3,5,2019-02-01
西新宿３丁目,1424,963,963,2019-02-01
西新宿４丁目,4602,3499,3137,2019-02-01
西新宿５丁目,2535,1983,1768,2019-02-01
西新宿６丁目,1990,1582,1389,2019-02-01
西新宿７丁目,1508,1166,867,2019-02-01
西新宿８丁目,1929,1426,1313,2019-02-01
四谷１丁目,230,193,267,2019-01-01
四谷２丁目,240,192,221,2019-01-01
四谷３丁目,259,180,217,2019-01-01
四谷４丁目,2067,1676,1543,2019-01-01
四谷本塩町,249,207,199,2019-01-01
四谷三栄町,1032,895,952,2019-01-01
四谷坂町,1353,1034,1061,2019-01-01
若葉１丁目,1346,1236,1209,2019-01-01
若葉２丁目,409,374,384,2019-01-01
若葉３丁目,565,442,444,2019-01-01
須賀町,800,688,660,2019-01-01
左門町,971,664,812,2019-01-01
信濃町,542,398,487,2019-01-01
南元町,1214,1077,1211,2019-01-01
荒木町,1572,1162,1179,2019-01-01
舟町,943,644,671,2019-01-01
愛住町,855,674,675,2019-01-01
大京町,2053,1576,1883,2019-01-01
霞ヶ丘町,1,1,0,2019-01-01
内藤町,690,634,552,2019-01-01
片町,218,158,155,2019-01-01
新宿１丁目,2708,1938,1733,2019-01-01
新宿２丁目,781,607,460,2019-01-01
新宿３丁目,100,89,50,2019-01-01
新宿４丁目,216,176,103,2019-01-01
新宿５丁目,1819,1297,986,2019-01-01
新宿６丁目,2691,1975,1738,2019-01-01
新宿７丁目,3580,2946,2691,2019-01-01
歌舞伎町１丁目,167,133,57,2019-01-01
歌舞伎町２丁目,1546,1237,538,2019-01-01
市谷田町１丁目,19,10,20,2019-01-01
市谷田町２丁目,341,243,344,2019-01-01
市谷田町３丁目,187,152,188,2019-01-01
市谷本村町,1712,1509,916,2019-01-01
市谷砂土原町１丁目,107,99,123,2019-01-01
市谷砂土原町２丁目,227,179,223,2019-01-01
市谷砂土原町３丁目,428,414,456,2019-01-01
市谷左内町,227,201,231,2019-01-01
市谷加賀町１丁目,22,13,22,2019-01-01
市谷加賀町２丁目,914,677,971,2019-01-01
市谷甲良町,391,353,389,2019-01-01
市谷船河原町,69,72,79,2019-01-01
市谷長延寺町,90,46,84,2019-01-01
市谷鷹匠町,19,20,23,2019-01-01
市谷山伏町,285,254,267,2019-01-01
市谷八幡町,64,55,66,2019-01-01
神楽坂１丁目,11,11,16,2019-01-01
神楽坂２丁目,128,84,116,2019-01-01
神楽坂３丁目,287,225,211,2019-01-01
神楽坂４丁目,91,77,90,2019-01-01
神楽坂５丁目,380,300,393,2019-01-01
神楽坂６丁目,549,377,463,2019-01-01
細工町,254,205,219,2019-01-01
二十騎町,363,304,344,2019-01-01
揚場町,54,48,57,2019-01-01
津久戸町,65,44,50,2019-01-01
東五軒町,1094,977,1118,2019-01-01
西五軒町,883,765,797,2019-01-01
赤城元町,221,174,208,2019-01-01
南榎町,671,659,674,2019-01-01
袋町,374,322,334,2019-01-01
払方町,472,450,513,2019-01-01
南町,375,375,405,2019-01-01
北町,492,463,510,2019-01-01
納戸町,530,450,528,2019-01-01
南山伏町,365,318,307,2019-01-01
北山伏町,334,217,253,2019-01-01
白銀町,722,595,736,2019-01-01
下宮比町,149,93,118,2019-01-01
矢来町,2476,2116,2456,2019-01-01
若宮町,525,442,468,2019-01-01
岩戸町,415,283,321,2019-01-01
中町,256,250,258,2019-01-01
箪笥町,406,276,315,2019-01-01
横寺町,575,444,450,2019-01-01
筑土八幡町,529,379,498,2019-01-01
新小川町,1811,1494,1519,2019-01-01
神楽河岸,0,0,0,2019-01-01
市谷薬王寺町,1960,1482,1593,2019-01-01
市谷柳町,832,574,656,2019-01-01
市谷仲之町,1133,1002,1136,2019-01-01
赤城下町,721,573,573,2019-01-01
天神町,676,494,555,2019-01-01
榎町,444,311,314,2019-01-01
東榎町,198,136,141,2019-01-01
早稲田町,718,506,570,2019-01-01
早稲田南町,400,353,370,2019-01-01
馬場下町,298,243,235,2019-01-01
原町１丁目,812,641,727,2019-01-01
原町２丁目,645,601,572,2019-01-01
原町３丁目,1041,767,912,2019-01-01
喜久井町,1045,939,919,2019-01-01
築地町,312,244,279,2019-01-01
弁天町,1854,1517,1610,2019-01-01
中里町,351,327,367,2019-01-01
山吹町,2182,1595,1741,2019-01-01
改代町,353,294,266,2019-01-01
水道町,605,425,451,2019-01-01
早稲田鶴巻町,3287,2506,2553,2019-01-01
住吉町,1637,1224,1276,2019-01-01
市谷台町,806,664,639,2019-01-01
河田町,1252,1125,1134,2019-01-01
若松町,3118,2526,2737,2019-01-01
余丁町,2388,1919,2002,2019-01-01
戸山１丁目,1416,1124,1228,2019-01-01
戸山２丁目,3194,2049,3079,2019-01-01
戸山３丁目,480,418,401,2019-01-01
富久町,3851,3383,3325,2019-01-01
百人町１丁目,1913,1496,968,2019-01-01
百人町２丁目,2036,1582,1234,2019-01-01
百人町３丁目,2385,2395,2628,2019-01-01
百人町４丁目,1445,975,1327,2019-01-01
大久保１丁目,1801,1341,1087,2019-01-01
大久保２丁目,3725,2904,2512,2019-01-01
大久保３丁目,2054,1976,2158,2019-01-01
戸塚町１丁目,101,72,89,2019-01-01
西早稲田１丁目,2938,2300,2454,2019-01-01
西早稲田２丁目,3055,2521,2376,2019-01-01
西早稲田３丁目,3399,3053,2903,2019-01-01
高田馬場１丁目,2285,1922,1746,2019-01-01
高田馬場２丁目,1018,824,701,2019-01-01
高田馬場３丁目,3330,2584,2255,2019-01-01
高田馬場４丁目,3339,2810,2618,2019-01-01
下落合１丁目,1257,913,844,2019-01-01
下落合２丁目,1721,1508,1610,2019-01-01
下落合３丁目,2333,1863,2273,2019-01-01
下落合４丁目,2316,1963,2181,2019-01-01
中落合１丁目,2006,1565,1609,2019-01-01
中落合２丁目,2569,2258,2405,2019-01-01
中落合３丁目,2275,1957,2095,2019-01-01
中落合４丁目,1578,1460,1414,2019-01-01
上落合１丁目,2961,2487,2432,2019-01-01
上落合２丁目,2956,2316,2190,2019-01-01
上落合３丁目,2872,2175,2059,2019-01-01
西落合１丁目,2573,2105,2204,2019-01-01
西落合２丁目,2380,2005,1979,2019-01-01
西落合３丁目,1744,1384,1609,2019-01-01
西落合４丁目,1156,1002,1098,2019-01-01
中井１丁目,1152,913,733,2019-01-01
中井２丁目,1557,1443,1538,2019-01-01
北新宿１丁目,3875,2903,2606,2019-01-01
北新宿２丁目,2793,2437,2209,2019-01-01
北新宿３丁目,3710,2931,2667,2019-01-01
北新宿４丁目,3477,2734,2490,2019-01-01
西新宿１丁目,33,27,27,2019-01-01
西新宿２丁目,3,3,5,2019-01-01
西新宿３丁目,1429,960,965,2019-01-01
西新宿４丁目,4606,3504,3130,2019-01-01
西新宿５丁目,2536,1980,1773,2019-01-01
西新宿６丁目,1983,1571,1379,2019-01-01
西新宿７丁目,1501,1158,873,2019-01-01
西新宿８丁目,1922,1422,1314,2019-01-01
四谷１丁目,268,218,295,2020-12-01
四谷２丁目,234,190,214,2020-12-01
四谷３丁目,267,179,214,2020-12-01
四谷４丁目,2079,1690,1536,2020-12-01
